313000,3,1.5,1340,7912,1.5,0,0,3,1340,0,1955
2384000,5,2.5,3650,9050,2,0,4,5,3370,280,1921
342000,3,2,1930,11947,1,0,0,4,1930,0,1966
420000,3,2.25,2000,8030,1,0,0,4,1000,1000,1963
550000,4,2.5,1940,10500,1,0,0,4,1140,800,1976
490000,2,1,880,6380,1,0,0,3,880,0,1938
335000,2,2,1350,2560,1,0,0,3,1350,0,1976
482000,4,2.5,2710,35868,2,0,0,3,2710,0,1989
452500,3,2.5,2430,88426,1,0,0,4,1570,860,1985
640000,4,2,1520,6200,1.5,0,0,3,1520,0,1945
463000,3,1.75,1710,7320,1,0,0,3,1710,0,1948
1400000,4,2.5,2920,4000,1.5,0,0,5,1910,1010,1909
588500,3,1.75,2330,14892,1,0,0,3,1970,360,1980
365000,3,1,1090,6435,1,0,0,4,1090,0,1955
1200000,5,2.75,2910,9480,1.5,0,0,3,2910,0,1939
242500,3,1.5,1200,9720,1,0,0,4,1200,0,1965
419000,3,1.5,1570,6700,1,0,0,4,1570,0,1956
367500,4,3,3110,7231,2,0,0,3,3110,0,1997
257950,3,1.75,1370,5858,1,0,0,3,1370,0,1987
275000,3,1.5,1180,10277,1,0,0,3,1180,0,1983
750000,3,1.75,2240,10578,2,0,0,5,1550,690,1923
435000,4,1,1450,8800,1,0,0,4,1450,0,1954
626000,3,2.25,1750,1572,2.5,0,0,3,1470,280,2005
612500,4,2.5,2730,12261,2,0,0,3,2730,0,1991
495000,4,1.75,1600,6380,1,0,0,3,1130,470,1959
285000,3,2.5,2090,10834,1,0,0,4,1360,730,1987
615000,3,1.75,2360,7291,1,0,0,4,1360,1000,1948
698000,4,2.25,2200,11250,1.5,0,0,5,1300,900,1920
675000,5,2.5,2820,67518,2,0,0,3,2820,0,1979
790000,3,2.5,2600,4750,1,0,0,4,1700,900,1951
382500,4,1.75,1560,8700,1,0,0,4,1560,0,1967
499950,4,2.5,2860,3345,2,0,0,3,2190,670,2004
650000,4,2,1820,5000,1.5,0,1,3,1640,180,1945
625000,4,2.5,2820,8408,2,0,0,3,2820,0,2014
400000,4,2.5,3630,42884,1.5,0,0,3,2300,1330,1979
604000,3,2.5,3240,33151,2,0,2,3,3240,0,1995
440000,2,1,800,4850,1,0,0,4,800,0,1944
287200,3,3,1850,19966,1,0,0,4,1090,760,1992
403000,3,2,1960,13100,1,0,2,5,1650,310,1957
750000,3,2.5,2390,6550,1,0,2,4,1440,950,1955
335000,3,2.25,1580,16215,1,0,0,4,1580,0,1978
260000,4,2,1480,8625,1,0,0,4,1480,0,1974
308500,2,1,850,6174,1,0,0,4,850,0,1950
439950,3,2.5,1770,2875,2,0,0,3,1770,0,1990
235000,2,1,1210,9400,1,0,0,2,1210,0,1949
315000,3,1,1160,9180,1,0,0,3,1160,0,1968
437500,3,2.25,1970,35100,2,0,0,4,1970,0,1977
407500,3,2.5,1930,10460,2,0,0,3,1930,0,1996
445700,3,2.5,1270,1180,3,0,0,3,1270,0,2001
838000,4,2.5,3310,42998,2,0,0,3,3310,0,2001
630000,4,2.75,2710,37277,2,0,0,3,2710,0,2000
550000,3,1.75,2910,35200,1.5,0,0,3,2910,0,1979
805000,3,2,2710,4500,1.5,0,0,4,1880,830,1929
284000,3,1.75,1800,23103,1,0,0,3,1800,0,1968
470000,5,2.5,2210,9655,1,0,0,3,1460,750,1976
430000,4,1.5,1920,10000,1,0,0,4,1070,850,1954
491500,4,1.75,2190,125452,1,0,2,3,2190,0,1968
785000,5,3.25,3660,11995,2,0,2,3,3660,0,2006
385000,3,3.25,1320,1327,2,0,0,3,1040,280,2008
295000,2,2.5,1630,1368,2,0,0,3,1280,350,2009
555000,4,2.5,3310,6500,2,0,0,3,3310,0,2012
459990,3,2.5,2680,5539,2,0,0,3,2680,0,2013
625000,4,3.25,2730,54014,1,0,0,3,1560,1170,2007
300000,3,2.5,2540,5050,2,0,0,3,2540,0,2006
625000,4,2.75,2920,6605,2,0,0,3,2920,0,2012
553000,2,1,900,5000,1,0,0,3,900,0,1944
379880,3,2.5,1650,14054,1,0,0,4,1130,520,1986
310000,3,1,1010,9945,1,0,0,4,1010,0,1973
775000,2,2.5,2680,7392,1,0,0,3,2680,0,2004
365000,3,2.5,2200,7350,1,0,0,5,1570,630,1988
331950,4,2.5,2530,9933,2,0,2,3,2010,520,1990
783500,3,2.5,2850,7130,2,0,0,3,1990,860,1980
628000,4,2,2280,6010,1,0,0,3,1140,1140,1900
560000,3,2.5,1900,8744,2,0,0,3,1900,0,1987
900000,3,1,1330,77972,1,0,0,3,1330,0,1928
531000,2,3,1270,1175,2,0,0,3,1110,160,2000
831000,4,3,2170,4000,2,0,0,4,1610,560,1982
780000,4,2.5,2730,10281,2,0,2,3,2730,0,1996
755000,4,2.5,2120,10202,1,0,0,4,1620,500,1960
705380,3,2.5,2490,4343,2,0,0,3,2490,0,2003
627000,4,2.25,1990,7712,1,0,0,3,1210,780,1973
865000,4,3,3690,9892,2,0,0,3,3690,0,1998
580000,2,1,2540,7000,1,0,0,5,1320,1220,1942
410000,3,2.25,1800,36704,1,0,0,4,1360,440,1978
485000,4,3,2340,7048,1,0,0,4,1340,1000,1979
400000,2,1.75,2110,9519,1,0,0,2,2110,0,1948
549000,2,1,1140,5400,1,0,0,5,1140,0,1908
620000,3,1.75,1480,2185,2.5,0,0,3,1480,0,2005
405000,2,3,1410,1240,2,0,0,3,1140,270,2006
232000,2,1,1200,8063,1,0,0,4,1200,0,1958
800866,5,2.5,3180,13806,2,0,0,4,3180,0,1990
650000,3,1.5,2160,9000,1,0,2,4,1400,760,1949
823000,6,1.75,2920,5000,2.5,0,0,4,2780,140,1908
770000,3,2,2350,5700,1.5,0,0,4,1810,540,1939
524000,3,1.75,1560,5520,1,0,0,4,780,780,1944
541125,5,2.75,2740,8426,1,0,0,4,1370,1370,1960
670000,3,2.5,1680,2000,3,0,0,3,1680,0,1909
384900,5,2.5,3090,12750,1,0,0,3,1750,1340,1968
406100,3,2.25,1410,1332,3,0,0,3,1410,0,2005
1395000,5,3.5,4010,8510,2,0,1,5,2850,1160,1971
736500,4,2.5,3180,21904,2,0,3,3,3180,0,2000
570000,3,2.25,2010,6000,1,0,0,3,1330,680,1975
787000,3,1.75,1330,7500,1,0,0,3,1330,0,1961
328000,4,2.5,2370,6500,2,0,0,3,2370,0,1998
435000,5,2,1840,9240,1,0,0,4,1540,300,1942
499000,4,2.5,2910,6479,2,0,0,3,2910,0,2006
501000,4,1,2070,7519,1,0,0,3,1160,910,1963
1090000,4,2.5,4340,141570,2.5,0,0,3,4340,0,1992
400000,2,1,840,5510,1,0,0,3,840,0,1955
220000,4,1.5,1240,9600,1,0,0,3,1240,0,1971
657100,4,1,1390,4240,1,0,0,3,1050,340,1924
309950,4,2.75,2310,5000,2,0,0,3,2310,0,2006
300000,3,2,1050,10072,1,0,0,3,1050,0,1986
525888,5,1.75,2550,71874,1,0,0,5,1810,740,1960
740000,4,1.75,2010,3600,1.5,0,0,3,2010,0,1902
340000,5,1,1120,9022,1.5,0,0,4,1120,0,1962
398750,3,2.5,2230,4000,2,0,0,3,2230,0,1954
206000,2,1,810,7158,1,0,0,5,810,0,1944
1030000,5,2.75,3190,16920,1,0,3,3,1690,1500,1976
600000,3,1.75,1670,39639,1,0,0,4,1670,0,1976
379950,4,1.75,1970,9389,1,0,0,5,1140,830,1960
287000,3,1,1450,6000,1,0,0,4,1450,0,1953
2280000,7,8,13540,307752,3,0,4,3,9410,4130,1999
309950,3,2.5,1880,7838,2,0,0,3,1880,0,1994
600000,3,1.75,1880,6360,1,0,0,4,1040,840,1945
418000,3,2,1410,6030,1.5,0,0,4,1410,0,1930
449250,4,2,1480,3844,1.5,0,0,5,1480,0,1928
329950,2,1,1140,5250,1.5,0,0,4,1140,0,1949
245000,3,1.75,1920,9306,1,0,0,3,1000,920,1984
549000,4,2.5,2910,6338,2,0,0,3,2910,0,2008
800000,3,2.5,3240,7857,2,0,0,3,3240,0,1994
249950,3,2,1550,15040,1,0,0,4,1550,0,1958
210000,5,2,2050,10200,1,0,0,3,1430,620,1956
1425000,2,2.5,2220,4000,2,0,0,3,2220,0,2000
585000,2,1,1770,8640,1.5,0,0,3,1520,250,1949
615000,4,1.75,2300,11700,1,0,0,4,1960,340,1977
618500,3,2,1800,5000,1,0,0,4,1080,720,1942
487585,4,1.75,2010,9211,1,0,0,3,1470,540,1977
509900,3,2.5,1790,2700,2,0,0,3,1790,0,2010
631625,4,2.5,2440,6651,2,0,0,3,2440,0,2014
555000,3,2.5,1940,3211,2,0,0,3,1940,0,2009
340000,2,1.5,1160,1438,2,0,0,3,1160,0,2001
830000,4,2.5,3400,9692,2,0,0,3,3400,0,2007
890000,4,4.25,4420,5750,2,0,0,3,3410,1010,2006
366750,3,3,1571,2017,3,0,0,3,1571,0,2008
415000,3,2.25,1620,998,2.5,0,0,3,1540,80,2010
416286,3,2.5,1408,989,3,0,0,3,1408,0,2005
478000,3,2.5,3040,4535,2,0,0,3,3040,0,2007
890000,5,3.5,4490,6000,2,0,0,3,3200,1290,2006
419190,2,2.5,1590,1426,2,0,0,3,1590,0,2014
712198,4,2.5,2450,4247,2,0,0,3,2450,0,2013
397000,4,2,1440,7680,1,0,0,3,1200,240,1971
450000,2,2,1100,3000,1.5,0,0,3,1100,0,1912
353000,3,1,1350,7740,1,0,0,4,860,490,1947
609000,4,2.5,2150,37981,2,0,0,3,2150,0,1985
234000,3,1.75,1490,8366,1,0,0,4,1010,480,1975
561000,3,2,2000,7000,2,0,0,3,2000,0,1916
469000,2,1,1030,4400,1,0,0,3,1030,0,1924
329350,2,1,720,6687,1,0,0,3,720,0,1942
488000,5,2,2020,5000,1.5,0,0,4,2020,0,1938
279900,3,1.75,1580,8151,1,0,1,4,1100,480,1962
606000,4,2.5,2110,13850,2,0,0,3,2110,0,1987
312000,4,2,1300,7054,1,0,0,3,1300,0,1950
650000,3,1.5,1630,7475,1,0,1,3,1160,470,1940
1135000,4,2.75,3370,8103,1,0,3,3,1970,1400,1970
325000,4,2.5,1890,6156,1,0,0,3,980,910,1980
425000,4,2,1520,7983,1,0,0,5,1520,0,1967
219000,2,1,900,5160,1,0,0,3,900,0,1952
250000,3,1,1050,6874,1,0,0,3,1050,0,1954
390000,3,1.75,1260,6500,1,0,0,4,1260,0,1966
475000,6,3,3470,117612,1.5,0,0,3,3470,0,1924
736000,4,2.5,2290,12047,2,0,0,4,2290,0,1988
407000,4,2.25,2810,23400,1,0,1,3,1710,1100,1958
272000,3,2.5,1650,13816,2,0,0,3,1650,0,1998
362000,3,2.25,1640,14374,1,0,0,4,1140,500,1963
535000,3,2.5,1850,10109,2,0,0,3,1850,0,1991
284000,4,2.5,2000,5390,2,0,0,3,2000,0,2003
367500,3,1.5,1410,9647,1,0,0,3,1410,0,1961
379900,4,1.75,1500,11600,1,0,0,4,1000,500,1955
520000,3,2.5,2460,54885,2,0,0,4,2460,0,1980
175000,3,1,1010,7034,1,0,0,3,1010,0,1954
460000,2,2.25,1230,929,2,0,0,3,1020,210,2004
345000,4,2.5,2331,3826,2,0,0,3,2331,0,2007
455000,5,2.5,2240,7770,1,0,0,3,1340,900,1978
610000,4,3,2450,10117,1,0,0,5,1580,870,1967
563000,4,3,3100,15480,2,0,0,3,2400,700,1996
612500,4,2,2060,5000,1,0,0,3,1030,1030,1949
218000,3,1.75,1850,7684,1,0,0,3,1320,530,1979
404000,4,1.75,1840,10720,1,0,0,3,960,880,1958
860000,4,2,3740,32417,2,0,0,3,3740,0,2000
136500,3,1.5,1420,8580,1,0,0,3,1420,0,1962
313950,3,1,1510,6083,1,0,0,4,860,650,1940
575000,3,1.75,2130,6500,1,0,2,3,1170,960,1954
1225000,4,2.25,3490,6906,2,0,0,4,2280,1210,1928
280000,3,1.75,1630,11800,1,0,0,4,1630,0,1971
515000,3,2.5,1790,7167,2,0,0,3,1790,0,1989
513000,4,2.5,2000,5684,2,0,0,3,2000,0,1996
599000,4,2.25,2260,29930,2,0,0,4,1400,860,1977
685000,4,2.5,3030,7864,2,0,0,3,3030,0,1999
365000,3,1.5,1310,8160,1,0,0,3,1310,0,1950
762300,4,2.5,3880,14550,2,0,0,3,3880,0,1987
1580000,4,3.25,3760,10920,1.5,0,0,5,2400,1360,1950
562000,5,2.25,3040,8111,2,0,0,3,3040,0,1984
530000,5,2.5,2910,9636,1,0,0,4,1690,1220,1964
525000,3,2.5,2970,11985,1,0,0,3,1770,1200,1995
484000,2,1.75,1660,6000,1,0,0,3,1160,500,1942
725126,4,2.5,3200,12369,2,0,0,3,3200,0,1998
360000,4,2,2680,18768,1,0,0,5,2680,0,1965
